n,k,m,naive_version_time,matrix_version_time,iterations_count
72,546,902,28.46317481994629,0.11210346221923828,10
72,640,880,32.49175548553467,0.15314126014709473,10
72,980,688,39.51160955429077,0.1539134979248047,10
72,734,459,19.709699630737305,0.07607078552246094,10
72,141,372,3.0716235637664795,0.01480412483215332,10
72,165,617,5.86875581741333,0.0320279598236084,10
72,271,915,14.200673341751099,0.06806659698486328,10
72,192,6,0.06505823135375977,0.0050046443939208984,10
72,923,232,12.435500860214233,0.08808255195617676,10
72,923,817,44.724573850631714,0.18016815185546875,10
72,976,160,8.995535373687744,0.06305909156799316,10
72,753,358,16.30694556236267,0.0920875072479248,10
72,904,130,6.74515175819397,0.048044443130493164,10
72,617,464,15.93385934829712,0.055054426193237305,10
72,82,742,3.3475730419158936,0.027022838592529297,10
72,916,236,12.312981605529785,0.06806349754333496,10
72,723,257,10.40246033668518,0.0520477294921875,10
72,669,227,8.806428909301758,0.041036128997802734,10
72,78,10,0.042037248611450195,0.003003358840942383,10
72,381,575,12.210092067718506,0.046045541763305664,10
72,265,775,11.533917427062988,0.05104517936706543,10
72,834,361,17.346431255340576,0.07935428619384766,10
72,957,229,12.531631469726562,0.07107686996459961,10
72,617,514,17.598130702972412,0.06305909156799316,10
72,221,904,11.205322980880737,0.05805325508117676,10
72,170,369,3.50998592376709,0.014005422592163086,10
72,313,152,2.62418270111084,0.011008024215698242,10
72,2,23,0.0030028820037841797,0.0,10
72,287,815,12.88615083694458,0.059058189392089844,10
72,459,281,7.211912631988525,0.03203153610229492,10
72,459,162,4.128274202346802,0.019016027450561523,10
72,102,123,0.6861305236816406,0.0040035247802734375,10
72,292,312,5.053795576095581,0.017025470733642578,10
72,772,721,31.336884021759033,0.11811041831970215,10
72,323,465,8.451155662536621,0.030206918716430664,10
72,411,992,22.62082839012146,0.09808874130249023,10
72,814,924,43.56731915473938,0.181898832321167,10
72,818,559,26.40115451812744,0.0940849781036377,10
72,29,634,1.050957202911377,0.020019054412841797,10
72,726,693,29.003851175308228,0.10309362411499023,10
72,27,993,1.5131700038909912,0.04604601860046387,10
72,574,136,4.341437816619873,0.022349834442138672,10
72,435,321,7.839054346084595,0.03102874755859375,10
72,888,973,48.8300302028656,0.18016505241394043,10
72,283,10,0.15413713455200195,0.008010625839233398,10
72,428,27,0.6425855159759521,0.013011455535888672,10
72,751,635,27.052117824554443,0.10400676727294922,10
72,922,828,42.622783184051514,0.16114354133605957,10
72,758,82,3.538172483444214,0.03303408622741699,10
72,644,273,9.993394136428833,0.0450434684753418,10
72,272,674,10.349700927734375,0.05104565620422363,10
72,975,432,24.336424827575684,0.1169745922088623,10
72,164,431,3.866894245147705,0.019576072692871094,10
72,137,925,6.957780122756958,0.05379033088684082,10
72,529,482,14.063233375549316,0.05004453659057617,10
72,868,945,45.79074048995972,0.16707229614257812,10
72,799,556,24.718610525131226,0.09308195114135742,10
72,827,342,15.788102626800537,0.07106709480285645,10
72,719,3,0.12161016464233398,0.023027658462524414,10
72,170,897,8.45207142829895,0.053802490234375,10
72,348,193,3.7130324840545654,0.01301431655883789,10
72,323,114,2.0473780632019043,0.01200723648071289,10
72,755,835,34.798407554626465,0.1333937644958496,10
72,76,55,0.23221063613891602,0.0010013580322265625,10
72,765,694,29.321658849716187,0.10617685317993164,10
72,186,914,9.375510931015015,0.056052207946777344,10
72,55,684,2.094510078430176,0.023024797439575195,10
72,367,385,7.781006097793579,0.029024600982666016,10
72,585,35,1.1210176944732666,0.018021106719970703,10
72,908,821,40.74658489227295,0.1493527889251709,10
72,913,238,12.028182744979858,0.0590517520904541,10
72,814,483,21.583436727523804,0.07907247543334961,10
72,355,533,10.356639385223389,0.036032676696777344,10
72,436,313,7.606090784072876,0.03403329849243164,10
72,144,306,2.508474826812744,0.01100921630859375,10
72,243,199,2.6846132278442383,0.012006759643554688,10
72,735,286,11.548651695251465,0.05205059051513672,10
72,839,312,14.41940450668335,0.06393766403198242,10
72,821,118,5.318837404251099,0.043039798736572266,10
72,500,108,2.936359167098999,0.021017789840698242,10
72,420,18,0.41637754440307617,0.01201176643371582,10
72,180,553,5.538019180297852,0.02702474594116211,10
72,821,211,9.542827606201172,0.04804372787475586,10
72,27,798,1.1735310554504395,0.029026508331298828,10
72,58,771,2.4350473880767822,0.0300290584564209,10
72,857,225,10.68201756477356,0.050956010818481445,10
72,688,21,0.7967233657836914,0.023494958877563477,10
72,105,972,5.644462823867798,0.04904484748840332,10
72,424,651,15.346239566802979,0.05605363845825195,10
72,164,186,1.669203758239746,0.010142803192138672,10
72,595,860,28.277750492095947,0.10910272598266602,10
72,440,834,20.604169368743896,0.09335041046142578,10
72,867,954,46.81627631187439,0.17515897750854492,10
72,483,679,18.654733657836914,0.0672612190246582,10
72,636,475,17.454678058624268,0.07675838470458984,10
72,901,322,16.18227505683899,0.07614874839782715,10
72,518,770,21.896549940109253,0.08571720123291016,10
72,384,488,10.370803356170654,0.0400390625,10
72,350,132,2.5438947677612305,0.01201176643371582,10
72,144,584,4.672200918197632,0.023020267486572266,10
72,307,441,7.553774356842041,0.030025959014892578,10
72,87,801,3.8641552925109863,0.030030250549316406,10
72,901,51,2.5736312866210938,0.03904104232788086,10
72,197,803,8.723879098892212,0.04814887046813965,10
72,130,859,6.0546019077301025,0.04703950881958008,10
72,558,814,25.299344539642334,0.10509157180786133,10
72,433,485,11.951379299163818,0.048940181732177734,10
72,301,593,9.80001950263977,0.040036916732788086,10
72,339,257,4.809808731079102,0.018018484115600586,10
72,852,613,28.72520351409912,0.10709738731384277,10
72,779,672,28.944488763809204,0.10222625732421875,10
72,947,209,10.97227168083191,0.06205868721008301,10
72,407,541,12.070297718048096,0.04403948783874512,10
72,812,1,0.045035600662231445,0.027029991149902344,10
72,300,974,16.11742091178894,0.08129549026489258,10
72,771,313,13.31475830078125,0.05607008934020996,10
72,567,193,6.004231691360474,0.022030115127563477,10
72,510,33,0.934035062789917,0.016016483306884766,10
72,988,447,24.338502168655396,0.10323166847229004,10
72,843,935,43.4139199256897,0.1661515235900879,10
72,18,775,0.7747642993927002,0.02702808380126953,10
72,362,941,18.627983570098877,0.08208227157592773,10
72,276,697,10.514020919799805,0.042942047119140625,10
72,236,848,10.976862668991089,0.05210423469543457,10
72,5,583,0.1576693058013916,0.016057252883911133,10
72,217,914,10.902488946914673,0.05905294418334961,10
72,405,329,7.333902359008789,0.030030488967895508,10
72,89,678,3.288468360900879,0.024028301239013672,10
72,508,68,1.91209077835083,0.016017436981201172,10
72,887,734,35.62873077392578,0.1367485523223877,10
72,723,414,16.355791807174683,0.0670621395111084,10
72,894,375,18.655344009399414,0.08507704734802246,10
72,723,508,20.409733295440674,0.07781100273132324,10
72,155,76,0.6450927257537842,0.006006479263305664,10
72,761,925,38.69549298286438,0.14249706268310547,10
72,696,103,4.16304612159729,0.03303027153015137,10
72,351,199,3.9034745693206787,0.015012502670288086,10
72,659,882,32.41828155517578,0.12111163139343262,10
72,793,393,17.231804370880127,0.06806230545043945,10
72,739,150,6.074645519256592,0.03803420066833496,10
72,450,699,17.401251554489136,0.0670619010925293,10
72,416,11,0.24947190284729004,0.011011600494384766,10
72,941,41,2.097299098968506,0.04004073143005371,10
72,23,861,1.083486557006836,0.033032894134521484,10
72,529,835,24.136786699295044,0.09404945373535156,10
72,973,701,37.9812867641449,0.14506840705871582,10
72,954,704,37.50496697425842,0.14813446998596191,10
72,562,345,10.72822093963623,0.04104208946228027,10
72,710,76,3.097747325897217,0.029025793075561523,10
